IK14,Disease,y,mech_fitness,ot_genetic_association_max,ot_genetic_association_mean,ot_genetic_literature_max,ot_genetic_literature_mean,ot_animal_model_max,ot_animal_model_mean,ot_affected_pathway_max,ot_affected_pathway_mean,ot_rna_expression_max,ot_rna_expression_mean,ot_somatic_mutation_max,ot_somatic_mutation_mean,ot_clinical_max,ot_clinical_mean,ot_literature_max,ot_literature_mean,ot_best_overall,ot_n_targets_matched,has_ot,mech_resid,ot_resid
KPWSJANDNDDRMB,Bipolar I Disorder,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865482432417526,0.9721884872208295,0.09558023095782708,0.05690907744308786,0.9865482432417526,2,1,0.0,0.0
KPWSJANDNDDRMB,schizophrenia,0,76.0,0.6560907249300643,0.4253142900828915,0.3039653988058105,0.15198269940290526,0.29995305554157387,0.14997652777078693,0.0,0.0,0.0,0.0,0.0,0.0,0.9994097502793402,0.9985368549050486,0.9231710917698762,0.650962766557819,0.9994097502793402,2,1,13.350000000000001,0.027785375343797547
KPWSJANDNDDRMB,schizophrenia,0,76.0,0.6560907249300643,0.4253142900828915,0.3039653988058105,0.15198269940290526,0.29995305554157387,0.14997652777078693,0.0,0.0,0.0,0.0,0.0,0.0,0.9994097502793402,0.9985368549050486,0.9231710917698762,0.650962766557819,0.9994097502793402,2,1,13.350000000000001,0.027785375343797547
KPWSJANDNDDRMB,schizophrenia,0,76.0,0.6560907249300643,0.4253142900828915,0.3039653988058105,0.15198269940290526,0.29995305554157387,0.14997652777078693,0.0,0.0,0.0,0.0,0.0,0.0,0.9994097502793402,0.9985368549050486,0.9231710917698762,0.650962766557819,0.9994097502793402,2,1,13.350000000000001,0.027785375343797547
QYSXJUFSXHHAJI,vitamin D deficiency,1,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
QYSXJUFSXHHAJI,Gastric Bypass; Parathyroid Hormone,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
QYSXJUFSXHHAJI,vitamin D deficiency,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
QYSXJUFSXHHAJI,chronic kidney disease,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891746123010652,0.9891746123010652,0.7854762837667014,0.7854762837667014,0.9891746123010652,1,1,-16.799999999999997,0.009529740524390262
VDHAWDNDOKGFTD,"Hyperparathyroidism, Primary; Hypercalcemia",0,84.0,0.9049069331948028,0.9049069331948028,0.0,0.0,0.3420522632761786,0.3420522632761786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03436188678567448,0.03436188678567448,0.9049069331948028,1,1,0.0,0.0
MYSWGUAQZAJSOK,Traveler's Diarrhea,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CXOXHMZGEKVPMT,Low back pain,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638788958203368,0.06934210660257553,0.0,0.0,0.10638788958203368,16,1,-5.666666666666668,-0.47315331699583074
JVHXJTBJCFBINQ,Type 2 Diabetes Mellitus,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,-7.228571428571428,0.027735338757369
JVHXJTBJCFBINQ,Type 2 Diabetes Mellitus,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,-7.228571428571428,0.027735338757369
JVHXJTBJCFBINQ,Type 2 Diabetes,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,0.46052631578947256,0.017297779805260594
JVHXJTBJCFBINQ,Type 2 Diabetes,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,0.46052631578947256,0.017297779805260594
JVHXJTBJCFBINQ,Type 2 Diabetes,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,0.46052631578947256,0.017297779805260594
JVHXJTBJCFBINQ,Type 2 Diabetes,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,0.46052631578947256,0.017297779805260594
DOAKLVKFURWEDJ,Infections,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DPYMFVXJLLWWEU,Cystoscopes; Baxter Anaesthesia Brand of Desflurane; Sevoflurane,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0
KYYIDSXMWOZKMP,Depression,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14.0,0.0
UREBDLICKHMUKA,Development,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
UREBDLICKHMUKA,Inguinal Hernia; Femoral Hernia,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
QXWYKJLNLSIPIN,Parkinson's Disease,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-10.083333333333336,0.0
ZEUITGRIYCTCEM,"Diabetic Neuropathy, Painful",1,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ZEUITGRIYCTCEM,Major Depressive Disorder,0,60.0,0.0,0.0,0.0,0.0,0.663267698464219,0.3316338492321095,0.0,0.0,0.0,0.0,0.0,0.0,0.9994065355213364,0.9991785656621155,0.8034560660154578,0.6254777343770506,0.9994065355213364,2,1,11.860465116279073,0.00457864620849513
WXCXUHSOUPDCQV,Metastatic Prostate Cancer,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6615859672044662,0.6615859672044662,0.2711130932831126,0.2711130932831126,0.6615859672044662,1,1,1.0,0.0
JUKPWJGBANNWMW,Heart Failure,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837766381091795,0.9837766381091795,0.3687145438284474,0.3687145438284474,0.9837766381091795,1,1,13.111111111111114,0.04432256668307377
JUKPWJGBANNWMW,Metabolic Syndrome; Endothelial Dysfunction,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
JUZNIMUFDBIJCM,intra-abdominal infection,0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
QIALRBLEEWJACW,epilepsy,0,68.0,0.9750159084988218,0.4809470993610886,0.9198250332960655,0.41986048972501305,0.892851891179099,0.35841935486105775,0.0,0.0,0.0,0.0,0.547137717850459,0.0547137717850459,0.9987671453597234,0.9987670018184562,0.9683402365211742,0.4103610136791661,0.9987671453597234,10,1,2.181818181818187,0.027111982914907573
SUBDBMMJDZJVOS,Prevention,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
NNYBQONXHNTVIJ,ankle sprain,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.333333333333332,0.0
MNJVRJDLRVPLFE,ankylosing spondylitis,0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954619985350714,0.9954619985350714,0.1227830518136319,0.1227830518136319,0.9954619985350714,1,1,0.0,0.0
KKGQTZUTZRNORY,Multiple Sclerosis,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9914416928427081,0.9914416928427081,0.18971314188267613,0.18971314188267613,0.9914416928427081,1,1,20.476190476190474,0.1747518045821197
KKGQTZUTZRNORY,Multiple Sclerosis,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9914416928427081,0.9914416928427081,0.18971314188267613,0.18971314188267613,0.9914416928427081,1,1,20.476190476190474,0.1747518045821197
XTULMSXFIHGYFS,asthma,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988298364350643,0.9988298364350643,0.715329212260515,0.715329212260515,0.9988298364350643,1,1,14.125,0.06337853867771814
XTULMSXFIHGYFS,asthma,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988298364350643,0.9988298364350643,0.715329212260515,0.715329212260515,0.9988298364350643,1,1,14.125,0.06337853867771814
SDUQYLNIPVEERB,Lung Cancer,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717616148121468,0.9717616148121468,0.9077359535432145,0.9077359535432145,0.9717616148121468,1,1,-2.451612903225808,0.03262702079115798
SDUQYLNIPVEERB,Surgically Resected Pancreatic Cancer,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
WIGIZIANZCJQQY,Type 2 Diabetes,0,48.0,0.9356596165007461,0.9349191954104858,0.9066612367713315,0.8860591375189377,0.6047921859992851,0.30239609299964254,0.0,0.0,0.0,0.0,0.7133145042531812,0.6661430003140467,0.9984995303029797,0.9984995303029797,0.921228327080409,0.8332079592228658,0.9984995303029797,2,1,-11.539473684210527,0.01835955481021867
WIGIZIANZCJQQY,Type 2 Diabetes Mellitus,0,50.0,0.9356596165007461,0.9349191954104858,0.9066612367713315,0.8860591375189377,0.6047921859992851,0.30239609299964254,0.0,0.0,0.0,0.0,0.7133145042531812,0.6661430003140467,0.9984995303029797,0.9984995303029797,0.921228327080409,0.8332079592228658,0.9984995303029797,2,1,-15.228571428571428,0.028797113762327076
ZDXPYRJPNDTMRX,colorectal cancer,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
XXSMGPRMXLTPCZ,Rheumatoid Arthritis,1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-23.42553191489361,-0.8888518903144148
XXSMGPRMXLTPCZ,Osteoarthritis,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-24.692307692307693,-0.8420144219608091
HEFNNWSXXWATRW,Altitude Sickness,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44074982826842524,0.44074982826842524,0.0,0.0,0.44074982826842524,2,1,0.0,0.0
KTUFNOKKBVMGRW,Gastrointestinal Stromal Tumors,0,92.0,0.908559202751775,0.49511601164580615,0.8168275681045472,0.4546550953183354,0.4653556753190563,0.15511855843968544,0.9607983220922475,0.6199242463718272,0.0,0.0,0.7814745002642415,0.5145660447698973,0.9830204284656623,0.9650649031491415,0.9956232577426181,0.8774238772329034,0.9956232577426181,3,1,3.5,0.0
QZZUEBNBZAPZLX,chronic obstructive pulmonary disease,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987095195438428,0.9987095195438428,0.8194221934030006,0.8194221934030006,0.9987095195438428,1,1,-6.75,0.0004460714180346548
QZZUEBNBZAPZLX,asthma,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016957668054408362,0.016957668054408362,0.0,0.0,0.9988144467094884,0.9988144467094884,0.8837713671413231,0.8837713671413231,0.9988144467094884,1,1,-27.875,0.06336314895214223
QZZUEBNBZAPZLX,Chronic Obstructive Pulmonary Disease,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987095195438428,0.9987095195438428,0.8194221934030006,0.8194221934030006,0.9987095195438428,1,1,4.2307692307692335,0.06519513689929457
PURKAOJPTOLRMP,cystic fibrosis,0,85.0,0.9678729716442139,0.9678729716442139,0.8773170744461322,0.8773170744461322,0.43591187534835524,0.43591187534835524,0.9285669064556789,0.9285669064556789,0.0,0.0,0.0,0.0,0.9904941908672886,0.9904941908672886,0.9950080483633249,0.9950080483633249,0.9950080483633249,1,1,0.5,0.0
YQEZLKZALYSWHR,Pain; Hyperalgesia; Inflammatory Response,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9406116098459604,0.8838783157899684,0.06896299420239828,0.036541411148993785,0.9406116098459604,7,1,0.0,0.0
ZCVMWBYGMWKGHF,allergic conjunctivitis,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
MJIHNNLFOKEZEW,Erosive Esophagitis; GERD,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GOTYRUGSSMKFNF,Anemia,0,73.0,0.9373715612167679,0.23434289030419198,0.0,0.0,0.46720884560582215,0.17938868701557192,0.0,0.0,0.0,0.0,0.0,0.0,0.727828260473913,0.727828260473913,0.06079307976116211,0.04669246264989257,0.9373715612167679,4,1,0.0,0.0
GOTYRUGSSMKFNF,Multiple Myeloma,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066612367713315,0.22666530919283287,0.0,0.0,0.42555155832813474,0.10638788958203368,0.9932550539726157,0.9932550539726157,0.6152794249385721,0.37384307344200607,0.9932550539726157,4,1,13.36363636363636,0.1565364867144129
GOTYRUGSSMKFNF,Myelodysplastic Syndrome,0,75.0,0.0,0.0,0.0,0.0,0.37532971965877465,0.09383242991469366,0.0,0.0,0.0,0.0,0.0,0.0,0.9283938021667913,0.9283938021667913,0.21569862903811496,0.06000396523564495,0.9283938021667913,4,1,0.0,0.0
VVIAGPKUTFNRDU,Pancreatic Cancer,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0
HPHUVLMMVZITSG,Epilepsy; Partial Seizures,0,70.0,0.7568738430264683,0.6824023203190447,0.0,0.0,0.3359425587601818,0.1679712793800909,0.0,0.0,0.0,0.0,0.0,0.0,0.9982375811180926,0.997626180307403,0.5824175393623507,0.33049698650213577,0.9982375811180926,2,1,0.0,1.1102230246251565e-16
HPHUVLMMVZITSG,Epilepsy; Generalized Tonic-Clonic Seizures,0,72.0,0.7568738430264683,0.6824023203190447,0.0,0.0,0.3359425587601818,0.1679712793800909,0.0,0.0,0.0,0.0,0.0,0.0,0.9982375811180926,0.997626180307403,0.5824175393623507,0.33049698650213577,0.9982375811180926,2,1,0.0,0.0
NNJVILVZKWQKPM,ankle sprain,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.333333333333332,0.0
LTXREWYXXSTFRX,diabetes Mellitus,0,55.0,0.0,0.0,0.0,0.0,0.9373091404036921,0.9373091404036921,0.0,0.0,0.0,0.0,0.0,0.0,0.9984538336205095,0.9984538336205095,0.9607846602074834,0.9607846602074834,0.9984538336205095,1,1,-5.0,0.00024954447944547375
LTXREWYXXSTFRX,Type 2 Diabetes,0,65.0,0.0,0.0,0.0,0.0,0.5511044663048749,0.5511044663048749,0.0,0.0,0.0,0.0,0.0,0.0,0.9981950138708703,0.9981950138708703,0.954188839355206,0.954188839355206,0.9981950138708703,1,1,5.460526315789473,0.01805503837810929
LTXREWYXXSTFRX,"Diabetes Mellitus, Type 2",0,58.0,0.0,0.0,0.0,0.0,0.5511044663048749,0.5511044663048749,0.0,0.0,0.0,0.0,0.0,0.0,0.9981950138708703,0.9981950138708703,0.954188839355206,0.954188839355206,0.9981950138708703,1,1,-3.2727272727272734,0.0008432251253699397
LTXREWYXXSTFRX,"Diabetes Mellitus, Type 2",0,58.0,0.0,0.0,0.0,0.0,0.5511044663048749,0.5511044663048749,0.0,0.0,0.0,0.0,0.0,0.0,0.9981950138708703,0.9981950138708703,0.954188839355206,0.954188839355206,0.9981950138708703,1,1,-3.2727272727272734,0.0008432251253699397
LTXREWYXXSTFRX,"Diabetes Mellitus, Type 2",0,58.0,0.0,0.0,0.0,0.0,0.5511044663048749,0.5511044663048749,0.0,0.0,0.0,0.0,0.0,0.0,0.9981950138708703,0.9981950138708703,0.954188839355206,0.954188839355206,0.9981950138708703,1,1,-3.2727272727272734,0.0008432251253699397
TYZROVQLWOKYKF,skin and soft tissue bacterial infection,0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DMKSVUSAATWOCU,inflammation,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997071824622448,0.997071824622448,0.2422978384830684,0.2422978384830684,0.997071824622448,1,1,0.0,0.0
WGFOBBZOWHGYQH,opioid-induced constipation,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
OPXLLQIJSORQAM,Healthy Volunteers,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-18.5,0.0
DRLFMBDRBRZALE,Migraine,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.333333333333332,0.0
KBOPZPXVLCULAV,Lymphocytic Colitis,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42555155832813474,0.42555155832813474,0.01823792392834863,0.0045594809820871576,0.42555155832813474,4,1,-11.5,-0.0379956748507263
KBOPZPXVLCULAV,irritable bowel syndrome,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-25.833333333333336,0.0
XZWYZXLIPXDOLR,Type 2 Diabetes Mellitus,0,78.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986081372456911,0.9986081372456911,0.17827377545849124,0.17827377545849124,0.9986081372456911,1,1,12.771428571428572,0.028905720705038496
XZWYZXLIPXDOLR,Type 2 Diabetes Mellitus,0,78.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986081372456911,0.9986081372456911,0.17827377545849124,0.17827377545849124,0.9986081372456911,1,1,12.771428571428572,0.028905720705038496
XZWYZXLIPXDOLR,"Diabetes Mellitus, Type 2",0,75.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986081372456911,0.9986081372456911,0.17827377545849124,0.17827377545849124,0.9986081372456911,1,1,13.727272727272727,0.0012563485001907404
XZWYZXLIPXDOLR,Type 2 Diabetes Mellitus,0,78.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986081372456911,0.9986081372456911,0.17827377545849124,0.17827377545849124,0.9986081372456911,1,1,12.771428571428572,0.028905720705038496
XZWYZXLIPXDOLR,"Diabetes Mellitus, Type 2",0,75.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986081372456911,0.9986081372456911,0.17827377545849124,0.17827377545849124,0.9986081372456911,1,1,13.727272727272727,0.0012563485001907404
XZWYZXLIPXDOLR,Type 2 Diabetes Mellitus,0,78.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986081372456911,0.9986081372456911,0.17827377545849124,0.17827377545849124,0.9986081372456911,1,1,12.771428571428572,0.028905720705038496
FBOZXECLQNJBKD,Rheumatoid Arthritis,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951576249724678,0.9951576249724678,0.3567564706851452,0.3567564706851452,0.9951576249724678,1,1,3.574468085106389,0.10630573465805304
FBOZXECLQNJBKD,Rheumatoid Arthritis,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951576249724678,0.9951576249724678,0.3567564706851452,0.3567564706851452,0.9951576249724678,1,1,3.574468085106389,0.10630573465805304
FBOZXECLQNJBKD,Graft-versus-host Disease,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.5,0.0
FBOZXECLQNJBKD,Uveitis,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5868220893612175,0.5868220893612175,0.0,0.0,0.5868220893612175,1,1,-2.0,-0.14142808154578346
FBOZXECLQNJBKD,Plaque Psoriasis,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
JVLBPIPGETUEET,constipation,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.57142857142857,0.0
VKHAHZOOUSRJNA,pituitary-dependent Cushing's disease,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-10.0,0.0
RONZAEMNMFQXRA,Autism Spectrum Disorders,0,22.0,0.0,0.0,0.0,0.0,0.5412103925737457,0.10824207851474914,0.0,0.0,0.0,0.0,0.0,0.0,0.9963804373409494,0.6723351049607655,0.2568312369310428,0.07920300801674937,0.9963804373409494,5,1,0.0,0.0
KKZJGLLVHKMTCM,Multiple Sclerosis,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7845402275755606,0.7845402275755606,0.0,0.0,0.7845402275755606,1,1,2.4761904761904745,-0.03214966068502778
YFGHCGITMMYXAQ,in Cancer,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.75,0.0
WOFMFGQZHJDGCX,perennial allergic rhinitis,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966440958103557,0.9966440958103557,0.09436782621273954,0.09436782621273954,0.9966440958103557,1,1,-1.2222222222222285,-0.00019516194034063794
RTGDFNSFWBGLEC,Graft-versus-Host Disease; Immune System Disorders,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6013062234377355,0.6013062234377355,0.024148362238461615,0.012074181119230807,0.6013062234377355,2,1,0.0,0.0
RTGDFNSFWBGLEC,Idiopathic Nephrotic Syndrome,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RTGDFNSFWBGLEC,Uveitis,0,64.0,0.0,0.0,0.0,0.0,0.3410491774601195,0.17052458873005974,0.0,0.0,0.0,0.0,0.0,0.0,0.6060630991056253,0.6060630991056253,0.0,0.0,0.6060630991056253,2,1,-6.0,-0.12218707180137567
IMONTRJLAWHYGT,Contraceptive Usage,0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PHVGLTMQBUFIQQ,gastroesophageal reflux disease,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796029111395795,0.5796029111395795,0.0,0.0,0.5796029111395795,1,1,-3.6666666666666643,0.028272119129631124
SUBDBMMJDZJVOS,Gastric Ulcer,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953328645051962,0.9953328645051962,0.13097295903536724,0.06548647951768362,0.9953328645051962,2,1,1.3333333333333286,0.0
SUBDBMMJDZJVOS,Gastroesophageal Reflux Disease; Heartburn,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981690542695568,0.9981690542695568,0.5878210735448489,0.3060691527246569,0.9981690542695568,2,1,0.0,0.0
FELGMEQIXOGIFQ,Schizoaffective and Schizophreniform Disorders; Schizophrenia,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RCINICONZNJXQF,Metastatic Breast Cancer,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958826872684627,0.9958826606132426,0.7189793669490522,0.3061028748634998,0.9958826872684627,15,1,-7.066666666666663,0.0037220580782213464
RCINICONZNJXQF,Lung Cancer,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941983815907179,0.9941983392277063,0.7481489379607551,0.2544792044528911,0.9941983815907179,15,1,5.548387096774192,0.05506378756972907
