aact_name,pref_name,ik14,standard_inchi_key
Pirfenidone 1200 mg,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Carnitine,CARNITINE,PHIQHXFUZVPYII,PHIQHXFUZVPYII-UHFFFAOYSA-N
Ketamine (0.25 mg/kg),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
N-Acetylglucosamine (GlcNAc),N-ACETYLGLUCOSAMINE,OVRNDRQMDRJTHS,OVRNDRQMDRJTHS-FMDGEEDCSA-N
Levofloxacin Oral Tablet,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
liothyronine,LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
Levoleucovorin Calcium,LEVOLEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-QNTKWALQSA-L
Taclonex,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Pramipexole Dihydrochloride,PRAMIPEXOLE DIHYDROCHLORIDE,APVQOOKHDZVJEX,APVQOOKHDZVJEX-QTPLPEIMSA-N
Ursodeoxycholic Acid 250 Mg Oral Capsule,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
amlodipine 10 mg tablet,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Eslicarbazepine acetate 1200 mg,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
Intravenous Esketamine,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
ursodeoxycholic acid (UDCA),URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
L-folinic acid,LEVOLEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-STQMWFEESA-N
Dexamethasone 16mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
quinine sulfate,QUININE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-WZBLMQSHSA-N
Duraphat,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Calcium levofolinate,LEVOLEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-QNTKWALQSA-L
Zyrtec® (cetirizine),CETIRIZINE HYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-UHFFFAOYSA-N
Dexketoprofen 25 MG,DEXKETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-NSHDSACASA-N
Dexamethasone oral tablet,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
NorvasC® 10 mg Tablets,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Clomiphene Citrate 25mg,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Enzalutamide (Xtandi),ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
Ruxolitinib phosphate cream,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Propranolol Hydrochloride Extended Release Capsules 160 mg,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Ozurdex (dexamethasone),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Atropine sulfate,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Formoterol Fumarate 12 mcg (Foradil Aerolizer),ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Fusilev,LEVOLEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-QNTKWALQSA-L
Migalastat,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
Ketamine IV Infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
levosalbutamol,LEVOSALBUTAMOL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-LBPRGKRZSA-N
Pharmorubicin,EPIRUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-FGBSZODSSA-N
Dexmethylphenidate Hydrochloride,DEXMETHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-CHWSQXEVSA-N
Dexamethasone 24 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Mirtazapine 15 MG,MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
Mirtazapine 15 mg (Orally Disintegrating) Tablets,MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
Aptensio XR,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
Chenodeoxycholic acid,CHENODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-BSWAIDMHSA-N
Epirubicin hydrochloride,EPIRUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-VTZDEGQISA-N
Propranolol 80 mg,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
oral levofloxacin,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
esketamine hydrochloride,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Doxorubicin HCL,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
SM-88,RACEMETYROSINE,NHTGHBARYWONDQ,NHTGHBARYWONDQ-UHFFFAOYSA-N
Etodolac Extended Release Tablets 600mg,ETODOLAC,NNYBQONXHNTVIJ,NNYBQONXHNTVIJ-UHFFFAOYSA-N
Motrin,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Norvasc,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
sulpiride,SULPIRIDE,BGRJTUBHPOOWDU,BGRJTUBHPOOWDU-UHFFFAOYSA-N
KETOPROFEN(RP19583),KETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-UHFFFAOYSA-N
Doxorubicin (DOX),DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
"Ibuprofen Tablets, 800 mg",IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
OROS MPH,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
Sodium Fluoride F-18,SODIUM FLUORIDE F 18,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-ULWFUOSBSA-M
20 mg omeprazole,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Salbutamol 400mcg,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Levothyroxine Sodium Tablets,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Urso Forte™,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Tretinoin gel,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
propanolol,LEVOPROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-AWEZNQCLSA-N
CTP-656,DEUTIVACAFTOR,PURKAOJPTOLRMP,PURKAOJPTOLRMP-ASMGOKTBSA-N
Levobupivacaine hydrochloride,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
Dexamethasone tablets,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
PROPRANOLOL,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Betamethasone Sodium Phosphate,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Omeprazole capsule,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Choline Chloride,CHOLINE CHLORIDE,SGMZJAMFUVOLNK,SGMZJAMFUVOLNK-UHFFFAOYSA-M
levothyroxine sodium,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Androxal (enclomiphene citrate),ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Advil,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Levofolinic acid,LEVOLEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-STQMWFEESA-N
Levocetirizine Oral Tablet,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
PRC-063,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
omeprazol,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Mirapex,PRAMIPEXOLE DIHYDROCHLORIDE,APVQOOKHDZVJEX,APVQOOKHDZVJEX-QTPLPEIMSA-N
Burana,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
"Liothyronine, Sodium",LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
Civamide,ZUCAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-VURMDHGXSA-N
Ruxolitinib 5 MG,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Pramipexole Oral Tablet,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Dexamethasone 20 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Doxorubicin (Adriamycin),DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
ketamine infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Flurbiprofen 100 mg,FLURBIPROFEN,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-UHFFFAOYSA-N
Pirfenidone Capsules,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Mirtazapine 30 MG,MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
Ursodeoxycholic Acid (UDCA),URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
SS-RBX,ESREBOXETINE,CBQGYUDMJHNJBX,CBQGYUDMJHNJBX-OALUTQOASA-N
Menthol Gel,MENTHOL,NOOLISFMXDJSKH,NOOLISFMXDJSKH-UHFFFAOYSA-N
NM404,IOPOFOSINE,ZOAIEFWMQLYMTF,ZOAIEFWMQLYMTF-UHFFFAOYSA-N
L-menthol,LEVOMENTHOL,NOOLISFMXDJSKH,NOOLISFMXDJSKH-KXUCPTDWSA-N
Oral Ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ibuprofen 25 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
"Sorafenib (Nexavar, BAY 43-9006)",SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Adhansia XR,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
PRC-063 85 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
PRC-063 100 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Levocetirizine Dihydrochloride,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
IBUPROFEN,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Omeprazol,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Deupirfenidone,DEUPIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-FIBGUPNXSA-N
Focalin XR,DEXMETHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-OJERSXHUSA-N
Baclofen 60mg,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
Beraprost Sodium 314d Modified Release Tablets,ESUBERAPROST SODIUM,YTCZZXIRLARSET,YTCZZXIRLARSET-ZTWNIFTGSA-M
Liposomal Doxorubicin (Doxil),DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Sulpiride 400 MG,SULPIRIDE,BGRJTUBHPOOWDU,BGRJTUBHPOOWDU-UHFFFAOYSA-N
Oral Ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
omeprazole (proton pump inhibitor),OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Dexamethasone 0.5mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Pseudoephedrine-HCl,PSEUDOEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-WCBMZHEXSA-N
ruxolitinib phosphate,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Eszopiclone Tablets 3 mg,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
Capsaicin patch,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
oral ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
FES,FLUOROESTRADIOL F-18,KDLLNMRYZGUVMA,KDLLNMRYZGUVMA-ZYMZXAKXSA-N
Hyoscyamine,HYOSCYAMINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-FXUDXRNXSA-N
Kalydeco,IVACAFTOR,PURKAOJPTOLRMP,PURKAOJPTOLRMP-UHFFFAOYSA-N
Levofloxacin Injection,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
ALK-001,GILDEURETINOL,FPIPGXGPPPQFEQ,FPIPGXGPPPQFEQ-QZNDTXPVSA-N
Mannose,D-MANNOSE,WQZGKKKJIJFFOK,WQZGKKKJIJFFOK-QTVWNMPRSA-N
Levamlodipine,LEVAMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-KRWDZBQOSA-N
Intravenous ketoprofen,KETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-UHFFFAOYSA-N
levoleucovorin,LEVOLEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-STQMWFEESA-N
Dexamethasone 8mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
S-amlodipine,LEVAMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-KRWDZBQOSA-N
Pramipexole 0.125 mg tablets,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Fluoroestradiol (18F),FLUOROESTRADIOL,KDLLNMRYZGUVMA,KDLLNMRYZGUVMA-ZXXIGWHRSA-N
escitalopram 10 mg,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Methylphenidate Hydrochloride Extended Release Capsule,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Propranolol hydrochloride,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Sifrol®,PRAMIPEXOLE DIHYDROCHLORIDE,APVQOOKHDZVJEX,APVQOOKHDZVJEX-QTPLPEIMSA-N
L-Thyroxine,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Baclofen Tablets,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
enclomiphene citrate,ENCLOMIPHENE,GKIRPKYJQBWNGO,GKIRPKYJQBWNGO-OCEACIFDSA-N
Isotretinoin capsules,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Maxitrol®,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Dexamethasone 3 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
F2695,LEVOMILNACIPRAN,GJJFMKBJSRMPLA,GJJFMKBJSRMPLA-DZGCQCFKSA-N
Cysticide,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Dexilant,DEXLANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-RUZDIDTESA-N
Pirfenidone Oral Tablet,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Salbutamol (Albuterol),ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Dexmecamylamine HCl,DEXMECAMYLAMINE,IMYZQPCYWPFTAG,IMYZQPCYWPFTAG-NGZCFLSTSA-N
Ibuprofen (Advil),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Combivent,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
IV ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Ketoprofen 100mg,KETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-UHFFFAOYSA-N
Amlodipine 5 mg capsules,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Cipralex (escitalopram),ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
esmirtazapine,ESMIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-MRXNPFEDSA-N
Dexamethasone intravenous,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Urso Forte 500Mg Tablet,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Levothyroxine Sodium (LT4) Tablets,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
dextrothyroxine sodium,DEXTROTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-GFCCVEGCSA-N
levothyroxin,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Atropine (0.01%),ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Lunesta,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
oral propranolol,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Citalopram 40mg,CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
Modafinil 400mg,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
inositol,INOSITOL,CDAISMWEOUEBRE,CDAISMWEOUEBRE-GPIVLXJGSA-N
Chirocaine,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
ibuprofen tablets,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
isotretinoin (Roaccutane),ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Formoterol fumarate,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
D-methadone,ESMETHADONE,USSIQXCVUWKGNF,USSIQXCVUWKGNF-KRWDZBQOSA-N
L1-79,RACEMETYROSINE,NHTGHBARYWONDQ,NHTGHBARYWONDQ-UHFFFAOYSA-N
Levofloxacin 250mg,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
Sorafenib (BAY-43-9006),SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
PRC-063 oral capsules,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
All-trans retinoic acid (ATRA),TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
arveles,DEXKETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-NSHDSACASA-N
dexamethasone acetate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Modafinil Tablets 200 mg,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
Provigil® Tablets 200 mg,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
Albuterol Sulfate Extended-Release Tablets 8 mg,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
liposomal Doxorubicin,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Pseudoephedrine hydrochloride,PSEUDOEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-WCBMZHEXSA-N
CAELYX,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Daytrana,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Dexamethasone 40 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Arformoterol Tartrate Inhalation Solution,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Tetrabenazine Tablets 25 mg,TETRABENAZINE,MKJIEFSOBYUXJB,MKJIEFSOBYUXJB-UHFFFAOYSA-N
Propranolol Hydrochloride Extended-Release Capsules 160 mg,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
methadone hydrochloride,METHADONE,USSIQXCVUWKGNF,USSIQXCVUWKGNF-UHFFFAOYSA-N
Emtricitabine 200 MG,EMTRICITABINE,XQSPYNMVSIKCOC,XQSPYNMVSIKCOC-NTSWFWBYSA-N
fluoride,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Esreboxetine,ESREBOXETINE,CBQGYUDMJHNJBX,CBQGYUDMJHNJBX-OALUTQOASA-N
sodium fluoride,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Inhaled Albuterol,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
HC1119,DEUTENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-HPRDVNIFSA-N
Clomid,CLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-UHFFFAOYSA-N
Provigil,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
IDEA-033,KETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-UHFFFAOYSA-N
Cipralex,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
FTC,EMTRICITABINE,XQSPYNMVSIKCOC,XQSPYNMVSIKCOC-NTSWFWBYSA-N
Amlodipine 10 mg capsule,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Ibuprofen Suspension,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
oral dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Pramipexol Extended Release,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
DIO-902,LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
Tretinoin Gel,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
IV Dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
PMI-150 (intranasal ketamine),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Dexamphetamine,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
methylphenidate hydrochloride extended-release tablets,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Propranolol Oral Tablet,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Eszopiclone 2 mg,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
Dexlansoprazole 60 MG,DEXLANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-RUZDIDTESA-N
Calcium Folinate Injection,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Taclonex®,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Amphetamine Sulfate,AMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-UHFFFAOYSA-N
