NCT_ID,Drug_Clean,Disease,plausibility,primary_target,causal_chain,leak_check
NCT01715285,prednisone,Prostate Cancer,40.0,Glucocorticoid receptor (NR3C1),GR agonism -> mild suppression of adrenal androgen precursors + symptom palliation -> prostate cancer core driver is AR-signaling; steroid alone modestly affects androgen feed and is largely supportive/palliative rather than on the dominant causal axis.,clean
NCT01791153,prednisone,Giant Cell Arteritis,85.0,Glucocorticoid receptor (NR3C1),GR agonism -> suppression of large-vessel granulomatous T-cell/macrophage inflammation -> GCA core driver is vascular inflammation; corticosteroids are the established first-line on the causal driver.,clean
NCT01818752,prednisone,Multiple Myeloma,82.0,Glucocorticoid receptor (NR3C1),GR agonism -> direct apoptosis of malignant plasma cells -> multiple myeloma is a plasma-cell malignancy; corticosteroids (dexamethasone/prednisone) are a core backbone agent directly cytotoxic to the malignant clone.,clean
NCT01829295,prednisone,Uveitis,78.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> suppression of intraocular inflammatory cytokines and immune infiltrate -> uveitis is fundamentally immune-mediated ocular inflammation; corticosteroids act directly on the inflammatory driver; mainstay mechanism,clean
NCT01889069,prednisone,Cell Lymphoma,84.0,Glucocorticoid receptor (NR3C1),"GR agonism -> lymphocyte apoptosis -> lymphoma is a malignant lymphoid proliferation; corticosteroids are lymphotoxic, standard backbone (CHOP) component acting on the malignant clone.",clean
NCT01924286,prednisone,Immune Reconstitution Inflammatory Syndrome; HIV; Tuberculosis,78.0,Glucocorticoid receptor (NR3C1),"GR agonism -> dampens the exaggerated restored-immune inflammatory response -> TB-IRIS core driver is dysregulated immune reconstitution inflammation; corticosteroids directly suppress the pathogenic inflammation, on the causal driver.",clean
NCT01827293,promethazine,Peripheral Vertigo.,62.0,"H1 histamine receptor antagonist (also antimuscarinic, D2) phenothiazine",H1/antimuscarinic central vestibular suppression -> reduced vestibular nystagmus/nausea -> peripheral vertigo core mechanism is vestibular signal mismatch; central antihistamine/anticholinergic vestibular sedation directly suppresses the symptomatic driver; on a relevant symptomatic node,clean
NCT01739933,propofol,delirium,38.0,GABA-A receptor positive allosteric modulator,GABA-A potentiation/sedation -> delirium pathophysiology involves neurotransmitter imbalance & sedation choice; propofol sedation can modify ICU delirium incidence vs alternatives but GABAergic deep sedation can also worsen delirium; mechanism is partially/ambiguously on the causal path,clean
NCT01856998,propofol,,,,,
NCT01864915,prucalopride,,,,,
NCT01811459,quetiapine,Delirium,38.0,D2/5-HT2A antagonist (atypical antipsychotic),"D2 antagonism -> reduces dopaminergic hyperactivity thought to underlie delirium's psychotic/agitation features. But delirium's core driver is acute neuroinflammation/metabolic/toxic encephalopathy and cholinergic deficit; antipsychotics target the downstream agitation/perceptual symptoms, not the underlying cause. Symptomatic, partly off the causal pathway.",clean
NCT02135107,rabeprazole,PPI Resistant Gastroesophageal Reflux Disease,30.0,Gastric H+/K+-ATPase (proton pump) inhibitor,"Proton pump inhibition -> suppresses gastric acid -> reduces acid reflux injury. But the indication is explicitly PPI-RESISTANT GERD, meaning the acid-suppression mechanism has already failed to control this population's pathophysiology (often non-acid reflux/hypersensitivity). Target-to-driver link is weak in this resistant subset.","clean; resistance defined by mechanism, not by knowledge of this trial's outcome"
NCT01754259,ranolazine,"Diabetes, Type I; Diabetes, Type II; Angina; Coronary Artery Disease",55.0,Late sodium current (INa-late) inhibitor,"For the angina/CAD component, late-Na inhibition is on-pathway (anti-ischemic). For diabetes, ranolazine has a modest secondary effect lowering HbA1c (possible pancreatic ion-channel effect), but glucose lowering is not its primary validated mechanism. Mixed; anti-anginal fit is strong, diabetes fit is weak/secondary.",clean
NCT01998165,remifentanil,,,,,
NCT01958021,ribociclib,Advanced Breast Cancer,85.0,CDK4/6,CDK4/6 inhibition -> blocks Rb phosphorylation -> G1 cell-cycle arrest; in HR+ breast cancer the cyclin D-CDK4/6-Rb axis is the proliferative driver downstream of ER signaling. Squarely on the causal driver pathway for HR+ advanced breast cancer; PFS endpoint reachable.,clean
NCT01431456,rivaroxaban,Venous Thromboembolism,90.0,Factor Xa,FXa inhibition -> anticoagulation. VTE is pathological clotting; FXa inhibition directly prevents/treats the clot. Squarely on the causal driver.,clean
NCT01675076,rivaroxaban,Hematoma,12.0,Factor Xa,"FXa inhibition -> anticoagulation. Hematoma is bleeding/extravasated blood; an anticoagulant would mechanistically WORSEN bleeding, not treat it. Likely the trial context is anticoagulation-associated hematoma risk, not treatment. Mechanism opposes benefit for the named condition.",clean — disease label ambiguous; scored on mechanism vs stated condition
NCT01877915,rivaroxaban,Heart Failure; Coronary Artery Disease,52.0,Factor Xa,"FXa inhibition -> anticoagulation. In CAD with heart failure, thrombosis contributes to atherothrombotic events; low-dose anticoagulation can reduce MACE. But thrombin/FXa is a contributory node atop atherosclerosis/pump-failure drivers, not the central HF driver. Moderate, contributor-level.",clean
NCT02926170,rivaroxaban,Patients With Antiphospholipid Syndrome,58.0,Factor Xa,FXa inhibition -> anticoagulation. Antiphospholipid syndrome is an autoantibody-driven prothrombotic state; clot prevention is the therapeutic aim. However APS thrombosis is heavily thrombin/complement and the mechanistic question of whether direct FXa inhibition fully covers the antibody-driven hypercoagulability is real. On-path but mechanism-limited for this specific driver.,clean
NCT01973998,roflumilast,Chronic Obstructive Pulmonary Disease,68.0,Phosphodiesterase-4 (PDE4),"PDE4 inhibition -> reduced airway inflammation in chronic obstructive pulmonary disease. Same as the COPD row — engages the neutrophilic-inflammation driver of exacerbations. On-path, partial-driver mechanism.",clean
NCT03013361,ropivacaine,,,,,
NCT01887600,roxadustat,anemia of chronic kidney disease,85.0,HIF prolyl-hydroxylase (PHD/EGLN),"In anemia of CKD, reduced renal EPO production is the central driver; PHD inhibition stabilizes HIF to restore EPO synthesis and mobilize iron, directly correcting the causal deficiency. Strong mechanism-disease fit on hemoglobin endpoint.",clean
NCT01969838,ruxolitinib,Primary Myelofibrosis; Post-Polycythemia Vera Myelofibrosis; Post-Essential Thrombocythemia Myelofibrosis,90.0,JAK1/JAK2 tyrosine kinases,JAK2 inhibition -> blocks dysregulated JAK-STAT myeloproliferative signaling across primary and secondary (post-PV/post-ET) myelofibrosis -> symptom/spleen response. Driver-pathway match.,clean
NCT01763866,simvastatin,Hyperlipidemia,90.0,HMG-CoA reductase,HMG-CoA reductase inhibition -> lower hepatic cholesterol -> reduced circulating lipids. Hyperlipidemia is driven by lipid biosynthesis/clearance; statins act on the rate-limiting enzyme of that pathway -> on the causal driver with a directly reachable lipid endpoint.,clean
NCT01999309,simvastatin,Schizophrenia; Schizoaffective Disorder; Schizophreniform Disorder; Psychosis NOS,12.0,HMG-CoA reductase,Statin proposed as adjunct in schizophrenia via anti-inflammatory/neuroimmune modulation. Schizophrenia core pathophysiology is dopaminergic dysregulation with glutamatergic/neurodevelopmental contributions; cholesterol synthesis / HMG-CoA reductase is not on that causal driver pathway. Anti-inflammatory effect is peripheral and the symptom endpoint (PANSS) is not credibly reachable by this mechanism.,clean
NCT02030041,simvastatin,Dyslipidemias,90.0,HMG-CoA reductase,HMG-CoA reductase inhibition -> reduced hepatic cholesterol synthesis -> upregulated LDL receptors -> lower LDL/atherogenic lipids. Dyslipidemia's core driver IS cholesterol biosynthesis/clearance; the target sits squarely on the disease's causal/definitional pathway and a lipid endpoint is directly reachable.,clean
NCT01652729,sitagliptin,Type 2 Diabetes Mellitus,84.0,Dipeptidyl peptidase-4 (DPP-4),"DPP-4 inhibition prolongs GLP-1/GIP signaling -> insulin up, glucagon down -> reduced hyperglycemia in T2DM. On-pathway, validated mechanism for the HbA1c endpoint. Direct.",clean
NCT01841697,sitagliptin,Type 2 Diabetes Mellitus,84.0,Dipeptidyl peptidase-4 (DPP-4),"DPP-4 inhibition prolongs GLP-1/GIP signaling -> insulin up, glucagon down -> reduced hyperglycemia in T2DM. On-pathway, validated mechanism for the HbA1c endpoint. Direct.",clean
NCT01937598,sitagliptin,Type 2 Diabetes,84.0,Dipeptidyl peptidase-4 (DPP-4),Incretin-axis modulation via DPP-4 inhibition lowers glucose in T2DM through glucose-dependent insulin secretion and glucagon suppression. On the validated causal/therapeutic pathway for the glycemic endpoint. Direct.,clean
NCT01999218,sitagliptin,Type 2 Diabetes Mellitus,84.0,Dipeptidyl peptidase-4 (DPP-4),"DPP-4 inhibition prolongs GLP-1/GIP signaling -> insulin up, glucagon down -> reduced hyperglycemia in T2DM. On-pathway, validated mechanism for the HbA1c endpoint. Direct.",clean
NCT02043054,sitagliptin,Type 2 DIAbetes,84.0,Dipeptidyl peptidase-4 (DPP-4),DPP-4 inhibition raises active incretins -> glucose-dependent insulin secretion + glucagon suppression -> reduced T2DM hyperglycemia. Core glycemic driver directly engaged; HbA1c endpoint reachable. Validated.,clean
NCT02949193,sitagliptin,Diabetes,84.0,Dipeptidyl peptidase-4 (DPP-4),"DPP-4 inhibition raises incretin (GLP-1/GIP) levels -> glucose-dependent insulin secretion + glucagon suppression -> lower blood glucose. Type 2 diabetes core driver is insulin resistance/relative insulin deficiency with hyperglycemia; the incretin axis is a validated, on-pathway lever for the glycemic (HbA1c) endpoint. Direct and well-validated.",clean
NCT01848639,spironolactone,end-stage kidney disease,52.0,Mineralocorticoid receptor antagonist,"In ESKD/dialysis, aldosterone/MR contributes to cardiovascular fibrosis and volume; MR blockade plausibly reduces CV/fibrotic remodeling and mortality risk in this population. Aldosterone is a recognized driver of cardiac/vascular damage in renal disease, so target is on a relevant causal path for CV-outcome endpoints, though hyperkalemia risk and not modifying renal failure itself temper it.",clean
NCT01853553,spironolactone,autosomal dominant polycystic kidney disease,18.0,Mineralocorticoid receptor antagonist,"ADPKD is driven by PKD1/PKD2 mutations causing cAMP-driven cyst growth. Aldosterone/MR is not on the cystogenesis pathway; MR antagonism may modestly affect BP and proteinuria (peripheral, secondary), but does not modify the core cyst-driving mechanism. Endpoint of cyst/renal progression unlikely reachable.",clean
NCT01941095,sulfasalazine,Rheumatoid Arthritis,62.0,"Anti-inflammatory/immunomodulator (sulfapyridine + 5-ASA; inhibits NF-kB, folate-dependent pathways, cytokine release)","RA pathophysiology is driven by chronic synovial autoimmune inflammation (TNF, IL-1, immune cell activation); sulfasalazine's immunomodulatory action dampens this inflammatory cascade as a established DMARD. Target broadly on the inflammatory causal pathway, though non-specific and modest versus core cytokine drivers.",clean
NCT01994889,tafamidis,transthyretin amyloid cardiomyopathy,90.0,Transthyretin (TTR) tetramer,TTR tetramer stabilizer -> prevents dissociation into amyloidogenic monomers -> reduces TTR amyloid fibril deposition in myocardium -> slows cardiomyopathy. The disease IS TTR amyloid deposition; the drug directly addresses the molecular cause (kinetic stabilization). Squarely on the causal driver.,clean
NCT01914432,telmisartan,Hyperlipidemia; Hypertension,80.0,Angiotensin II type 1 (AT1) receptor,"AT1 blockade -> inhibits angiotensin-II-mediated vasoconstriction and RAAS -> reduces blood pressure. Validated central driver of hypertension; direct on-mechanism. Hyperlipidemia component is not addressed by AT1 blockade (only modest PPAR-gamma activity), so combined-endpoint fit is partial.",clean
NCT01805596,ticagrelor,Coronary Artery Disease; Endothelial Function,62.0,P2Y12 ADP receptor,"P2Y12 antagonism -> platelet inhibition; CAD ischemic-event prevention is on-pathway. 'Endothelial function' as endpoint is a mechanistic/surrogate readout — platelet inhibition has plausible but indirect effects on endothelial function (via reduced platelet-derived mediators), not a primary causal lever on endothelial biology. On-pathway for CAD, weaker for the surrogate endpoint.",clean
NCT01813435,ticagrelor,Coronary Artery Disease (CAD),82.0,P2Y12 ADP receptor,Same as CAD: P2Y12 antagonism -> platelet aggregation inhibition -> prevention of coronary thrombotic events. On the causal atherothrombotic pathway; validated.,clean
NCT01961856,ticagrelor,Platelet Reactivity,90.0,P2Y12 ADP receptor on platelets,"P2Y12 antagonism directly lowers ADP-induced platelet reactivity. The 'disease' endpoint here IS platelet reactivity, which is the drug's exact pharmacodynamic effect -> mechanism maps 1:1 onto the measured target. Highly direct (though a biomarker rather than clinical endpoint).",clean
NCT02163954,ticagrelor,Chronic Kidney Disease,55.0,P2Y12 ADP receptor,"P2Y12 antagonism -> platelet inhibition -> reduced atherothrombotic events. CKD patients have high atherothrombotic burden so antiplatelet is on-pathway for CV events, but CKD per se (renal decline) is not modified by platelet inhibition, and uremic platelet/bleeding biology complicates net benefit. Mechanism fits the CV-event endpoint partially.",clean
NCT01882439,tofacitinib,Psoriatic Arthritis,75.0,JAK1/JAK3 kinase inhibitor,"JAK inhibition reduces multiple inflammatory cytokine signals driving synovitis/enthesitis in psoriatic arthritis (IL-23, IFN, IL-6 downstream). PsA inflammation is cytokine-driven and JAK-dependent; on a validated inflammatory causal pathway.",clean
NCT01846611,trabectedin,Tube Cancer,53.0,DNA minor groove binder / TC-NER interference,DNA-binding -> transcription/repair disruption -> apoptosis in fallopian (serous ovarian-lineage) tumor cells. Same cytotoxic rationale as ovarian; moderate causal fit.,clean
NCT01721031,tramadol,Indwelling Urinary Catheter; Male Patients; General Anesthesia,72.0,Mu-opioid agonist + SNRI,Peri-/post-operative pain under general anesthesia: opioid + monoamine analgesia directly suppresses nociceptive signaling. Mechanism on the proximate pain pathway driving the endpoint.,clean
NCT01682083,trametinib,positive Melanoma,86.0,MEK1/2 allosteric inhibitor,'positive Melanoma' (likely BRAF-mutation-positive) -> MAPK pathway is the causal oncogenic driver -> MEK inhibition directly interrupts it. On-driver.,clean
NCT01658124,tranexamic acid,Gastrointestinal Bleeding,62.0,plasminogen/plasmin (antifibrinolytic),"GI bleeding -> antifibrinolytic stabilizes clot at bleeding site by inhibiting local fibrinolysis -> reduces hemorrhage. Direct on-mechanism, though mucosal GI bleed benefit is less certain than surgical bleeding.",clean
NCT01881568,tranexamic acid,Blood Loss,86.0,plasminogen/plasmin (antifibrinolytic),Blood loss -> antifibrinolytic prevents premature clot breakdown -> reduces bleeding. The drug's mechanism IS the direct treatment of the endpoint.,clean
NCT02150720,tranexamic acid,Hip Fracture; Blood Loss,83.0,plasminogen/plasmin (antifibrinolytic),Hip fracture surgical blood loss -> TXA inhibits fibrinolysis -> reduces blood loss. Direct on-mechanism for the bleeding endpoint.,clean
NCT01406080,tretinoin,photoaging,80.0,Retinoic acid receptors (RAR) modulating dermal collagen/keratinocyte gene expression,"RAR activation stimulates collagen synthesis and normalizes epidermal turnover -> reverses photoaging changes (fine wrinkles, dyspigmentation). The drug engages the dermal matrix remodeling that defines the photoaging endpoint. Direct mechanistic fit for the cosmetic/structural endpoint.",clean
NCT02249767,tretinoin,acne,85.0,Retinoic acid receptors (RAR) in keratinocytes,"RAR activation normalizes follicular keratinization -> reduces comedone formation, the proximal lesion of acne. Abnormal keratinization/comedogenesis is a core causal step in acne pathogenesis; topical retinoid directly targets it. On-pathway for the acne endpoint.",clean
NCT01774474,triamcinolone acetonide,Cystoid Macular Edema; Cataract; Diabetes Mellitus,78.0,"Glucocorticoid receptor (anti-inflammatory, anti-VEGF/permeability)",GR activation reduces vascular permeability and inflammatory cystoid fluid -> resolves cystoid macular edema (Irvine-Gardner post-cataract). Breakdown of blood-retinal barrier with inflammatory leak is the causal driver of CME; intravitreal/peri-ocular steroid directly targets it. On-pathway.,clean
NCT02329600,triamcinolone acetonide,oral lichen planus,82.0,Glucocorticoid receptor (NR3C1) agonist,"GR agonism -> broad anti-inflammatory/immunosuppression (downregulates NF-kB, T-cell cytokines) -> oral lichen planus is a T-cell-mediated mucosal inflammatory disease; suppressing the autoimmune T-cell infiltrate directly addresses the core driver of the lesions. Topical/intralesional steroid hits the central pathophysiology.",clean
NCT01756885,varenicline,Smoking Among Cancer,82.0,alpha4beta2 nicotinic acetylcholine receptor (partial agonist),"Varenicline nAChR partial agonist -> smoking cessation in cancer patients. Endpoint is smoking quit, which the mechanism directly addresses; the cancer context is the population, the smoking-cessation endpoint is on-mechanism.",clean
NCT01689519,vemurafenib,Metastatic Melanoma,90.0,BRAF V600E kinase,Vemurafenib targets BRAF V600E -> metastatic melanoma driven by V600E mutation has constitutive MAPK signaling. Direct driver-targeting in the biomarker-selected population.,clean
NCT01844115,vilazodone,generalized anxiety disorder,80.0,Phosphodiesterase-4 (PDE4) inhibitor,"Same as plaque psoriasis: PDE4i -> cAMP -> IL-23/IL-17/TNF suppression on the core psoriasis driver pathway. Direct, human-validated causal engagement of the disease-driving cytokine cascade; PASI-type endpoint reachable.","clean - mechanism-based, no outcome leak"
NCT01878292,vilazodone,Major Depressive Disorder,80.0,Phosphodiesterase-4 (PDE4) inhibitor,"PDE4 inhibition -> elevated cAMP -> reduced IL-23/IL-17/TNF, the validated central axis of plaque psoriasis. The target sits directly on the keratinocyte-immune causal driver pathway; a PASI endpoint is mechanistically reachable. Effect size is moderate vs biologics but the causal link is strong and human-validated.",clean - psoriasis cytokine biology only; approval status excluded
NCT01871558,vildagliptin,Type 2 Diabetes Mellitus (T2DM),93.0,BCR-ABL1 allosteric (myristoyl-pocket / STAMP) inhibitor,Allosteric BCR-ABL1 inhibition -> shutdown of constitutive ABL kinase signaling -> halts the oncogenic driver of CML. The target IS the defining oncogenic fusion driving chronic myeloid leukemia; this is the textbook on-driver-pathway case (analogous to imatinib). Molecular/hematologic response endpoints are directly reachable.,clean - BCR-ABL is the CML causal driver; approval status not used
NCT03088670,vildagliptin,"Diabetes Mellitus, Type 2",78.0,Direct thrombin (Factor IIa) inhibitor,Thrombin inhibition -> blocks fibrin generation -> prevents/limits venous clot. VTE is directly driven by the coagulation cascade in which thrombin is the central effector; a direct thrombin inhibitor is squarely on the causal pathway for a VTE treatment/prevention endpoint.,clean - coagulation mechanism only
NCT01802333,vorinostat,Acute Myeloid Leukemia,82.0,D2/5-HT2A antagonist (atypical antipsychotic),"D2 receptor blockade -> reduction of excess mesolimbic dopamine signaling, the central validated driver of positive psychotic symptoms in schizophrenia; 5-HT2A antagonism aids negative-symptom/EPS profile. Target is squarely on the dopamine-hypothesis causal pathway; PANSS endpoint reachable.",clean - dopamine hypothesis mechanism only
NCT01780987,warfarin,Deep Vein Thrombosis; Pulmonary Embolism,89.0,VKORC1 -> clotting factor depletion,DVT/PE are the same venous thromboembolic process; anticoagulation prevents clot extension and fatal embolization. Squarely on the causal pathway.,clean
NCT01814553,afatinib,"Carcinoma, Non-Small-Cell Lung",78.0,Irreversible pan-ErbB (EGFR/HER2/HER4) tyrosine kinase inhibitor,Covalent EGFR/HER kinase inhibition -> a major NSCLC subset is driven by activating EGFR mutations; blocking the oncogenic driver kinase directly arrests tumor signaling. In the (likely enriched) EGFR-mutant NSCLC population the target IS the driver. Strong oncogene-addiction fit; partly diluted across unselected NSCLC.,clean
NCT01911780,amlodipine,Hypertension,90.0,L-type voltage-gated calcium channel (Cav1.2) in vascular smooth muscle,amlodipine blocks vascular L-type Ca2+ channels -> vasodilation -> reduced systemic vascular resistance directly addresses the elevated resistance central to hypertension -> BP reduction endpoint directly achievable. Core causal-driver engagement.,clean
NCT01929031,caffeine,"Pain, Postoperative; Tooth Diseases",42.0,Adenosine receptor antagonist (analgesic adjuvant),Adenosine antagonism -> well-documented adjuvant that boosts NSAID/acetaminophen analgesia in acute postoperative/dental pain -> mechanistically credible as an adjuvant on the established pain-relief pathway,clean
NCT01808573,capecitabine,Metastatic Breast Cancer,68.0,Thymidylate synthase (5-FU active metabolite),"Capecitabine -> 5-FU -> TS inhibition -> blocked DNA synthesis -> cytotoxicity. Metastatic breast cancer is an established fluoropyrimidine indication; antimetabolite directly kills proliferating tumor cells. Benefit is real but breast is less fluoropyrimidine-sensitive than GI tumors, so moderate.",clean
NCT01805596,clopidogrel,Coronary Artery Disease; Endothelial Function,62.0,P2Y12 ADP receptor on platelets,"P2Y12 antagonism -> reduced platelet activation -> reduced thrombotic events. Endothelial-function endpoint is more correlative/surrogate than a hard event; antiplatelet effect on endothelial function is indirect, so causal link to that specific readout is weaker than to thrombotic events.",clean
NCT01830543,clopidogrel,Atrial Fibrillation; Percutaneous Coronary Intervention,66.0,P2Y12 ADP receptor antagonist (antiplatelet),Clopidogrel -> P2Y12 blockade -> platelet inhibition. Here two distinct thrombotic mechanisms coexist: PCI/stent thrombosis is platelet-driven (strong fit) while AF cardioembolism is fibrin/stasis-driven (anticoagulant domain). For the PCI component the target is on the causal driver; mechanism is well-aligned for preventing stent thrombosis. Net moderately strong given the PCI rationale.,clean
NCT01895777,dabigatran etexilate,Venous Thromboembolism,86.0,Thrombin (Factor IIa) direct inhibitor,Inhibits thrombin -> prevents fibrin clot formation -> treats/prevents venous clots. VTE (DVT/PE) is directly a coagulation-driven thrombotic disease; direct thrombin inhibition is squarely on the causal path.,clean
NCT01838668,dimethyl fumarate,Multiple Sclerosis,74.0,"NRF2 pathway activator / KEAP1 modulation; immunomodulatory (shifts T-cell phenotype, reduces oxidative stress)","DMF -> NRF2 antioxidant response + immunomodulation -> reduced CNS inflammatory demyelination in relapsing MS. MS relapse pathology is autoimmune inflammatory; immunomodulation is central to disease causal pathway. Mechanism plausibly modifies relapse activity, a registrational MS endpoint.",clean
NCT01762761,eltrombopag,purpura,78.0,Thrombopoietin receptor (c-Mpl agonist),TPO-R agonism increases platelet production -> 'purpura' here denotes thrombocytopenic purpura (ITP); raising platelets directly addresses the bleeding/low-count driver. On-mechanism for the platelet endpoint.,clean
NCT02949193,evogliptin,Diabetes,80.0,DPP-4,"DPP-4 inhibition -> reduced degradation of incretins (GLP-1, GIP) -> enhanced glucose-dependent insulin secretion + suppressed glucagon -> lowered blood glucose. Incretin axis is a validated causal lever on glycemic control in T2D. Direct, well-established mechanism; modest but reliable glucose-lowering.",clean
NCT01986361,flurbiprofen,acute pharyngitis,74.0,cyclooxygenase (COX-1/COX-2) inhibitor (NSAID),COX inhibition reduces prostaglandin synthesis -> decreases local inflammation and nociceptor sensitization in inflamed pharyngeal mucosa. Acute pharyngitis sore-throat pain is driven by prostaglandin-mediated inflammation; a topical/lozenge NSAID directly targets that causal node for symptomatic pain relief. Mechanism well-matched to the symptomatic endpoint.,clean
NCT01969721,fluticasone propionate,COPD,52.0,glucocorticoid receptor (inhaled corticosteroid),"GR agonism reduces airway inflammation -> fewer exacerbations. COPD's dominant pathophysiology (neutrophilic, steroid-resistant inflammation and irreversible airflow limitation) is only partially addressed by ICS; exacerbation reduction in eosinophilic subset but not the core driver. Partial/contributor mechanism.",clean
NCT01963208,ganaxolone,drug-resistant focal epilepsy,58.0,GABA-A receptor positive allosteric modulator (neuroactive steroid),"Drug-resistant focal epilepsy is sustained by hyperexcitable networks/insufficient GABAergic inhibition; GABA-A PAM raises seizure threshold. Mechanism is on the core causal axis of seizure generation. In refractory focal epilepsy, partial efficacy is plausible.",clean
NCT01975246,hydrochlorothiazide,Hypertension,82.0,"Na-Cl cotransporter (NCC, distal tubule; thiazide diuretic)","NCC inhibition -> natriuresis, reduced plasma volume and vascular resistance -> lowers blood pressure, the defining feature of hypertension. Validated first-line antihypertensive mechanism on the causal volume/pressure pathway.",clean
NCT01768572,hydroxychloroquine,Rheumatoid Arthritis,70.0,"TLR7/9 signaling, antigen presentation, cytokine modulation (DMARD action)","HCQ inhibits endosomal TLR7/9 and antigen presentation -> dampens autoreactive immune activation -> reduces synovitis. This engages a genuine node in RA's autoimmune-inflammatory driver (HCQ is a long-validated RA DMARD), though a mild one relative to TNF/IL-6/T-cell drivers. Solid mechanistic fit for clinical benefit.",clean
NCT01929031,ibuprofen,"Pain, Postoperative; Tooth Diseases",88.0,COX-1/COX-2 (prostaglandin synthase),Dental/postoperative pain is prototypically prostaglandin-driven inflammatory nociception; COX inhibition directly addresses the driver. Dental pain models are the classic NSAID-responsive endpoint.,clean
NCT01768572,leflunomide,Rheumatoid Arthritis,80.0,DHODH inhibitor / pyrimidine-synthesis blocker in activated lymphocytes,"Leflunomide -> DHODH inhibition -> suppression of activated T-/B-cell clonal proliferation -> reduced synovial autoimmune inflammation. RA is driven by activated lymphocyte-mediated synovial inflammation; antiproliferative immunomodulation directly targets this disease-driving immune activation. Strong, on-pathway DMARD rationale.",clean
NCT01808144,lesinurad,gout,82.0,URAT1 (SLC22A12) uric acid transporter inhibitor (uricosuric),URAT1 inhibition blocks renal tubular urate reabsorption -> increased uric acid excretion -> lowered serum urate -> dissolution of monosodium urate crystals driving gout. Directly targets the causal hyperuricemia mechanism of gout. Strong on-driver fit.,clean
NCT01814553,loperamide,"Carcinoma, Non-Small-Cell Lung",7.0,"Peripheral mu-opioid receptor agonist (gut), minimal CNS penetration","Mu-opioid agonism in gut -> slowed motility/antidiarrheal effect. This has no credible causal link to the proliferative/oncogenic drivers of non-small-cell lung cancer; at best it manages diarrhea (e.g., from other therapy), not a tumor endpoint. Gross target-disease mismatch for an oncology efficacy endpoint.",clean
NCT02147548,lorazepam,Healthy Volunteers,50.0,GABA-A receptor positive allosteric modulator (benzodiazepine),Healthy Volunteers is not a disease; lorazepam enhances GABAergic inhibition (sedation/anxiolysis) but there is no defined pathophysiology to modify. Unscorable as a disease target-fit; assigned neutral.,"clean - non-disease descriptor (Healthy Volunteers), scored neutral per instruction"
NCT01871415,metformin,Type 2 Diabetes Mellitus,87.0,Hepatic gluconeogenesis suppression; insulin sensitizer,Metformin -> reduces hepatic glucose output and improves insulin sensitivity -> counters T2DM hyperglycemia. Direct on-pathway mechanism; HbA1c endpoint reachable.,clean
NCT01768572,methotrexate,Rheumatoid Arthritis,85.0,DHFR; low-dose immunomodulation (adenosine accumulation),RA is driven by autoreactive T/B cells and pro-inflammatory cytokines in the synovium; low-dose MTX raises adenosine and suppresses lymphocyte proliferation -> the anchor DMARD and gold-standard for RA. Mechanism squarely on the disease driver.,clean
NCT01871649,methotrexate,Psoriatic Arthritis,72.0,DHFR; low-dose immunomodulation (adenosine),"Psoriatic arthritis is immune/inflammatory joint and skin disease; MTX is a conventional DMARD suppressing the autoimmune inflammation. It addresses the driver, though peripheral-joint efficacy is better established than axial; solid mechanistic fit.",clean
NCT01995201,methotrexate,Rheumatoid Arthritis,85.0,DHFR; low-dose immunomodulation (adenosine accumulation),RA is driven by autoreactive T/B cells and pro-inflammatory cytokines in the synovium; low-dose MTX raises adenosine and suppresses lymphocyte proliferation -> the anchor DMARD and gold-standard for RA. Mechanism squarely on the disease driver.,clean
NCT01974024,methylprednisolone,Dexamethasone-induced Hiccup in Chemotherapy,12.0,Glucocorticoid receptor agonist,Endpoint is dexamethasone-INDUCED hiccup during chemo; mechanism for hiccup relief by another corticosteroid is unclear and paradoxical (corticosteroids can CAUSE hiccups). Methylprednisolone has no defined causal link to suppressing the hiccup reflex arc. Gross mechanistic mismatch.,clean
NCT02135510,metoclopramide,solid tumor,7.0,Dopamine D2 receptor antagonist / prokinetic antiemetic,"D2 antagonism -> antiemetic. Solid tumor oncogenesis is not engaged at all; at most supportive antiemetic care for chemo-induced nausea, not antitumor. No causal link to tumor driver for a tumor endpoint.",clean
NCT02468830,mirabegron,Overactive Bladder; Urinary Incontinence,85.0,Beta-3 adrenergic receptor agonist,beta-3 agonism -> detrusor smooth muscle relaxation -> reduced urgency and urgency urinary incontinence episodes. The incontinence here is urgency-type from detrusor overactivity; mechanism directly modifies the driver.,clean
NCT02086994,misoprostol,Pre-eclampsia,34.0,Prostaglandin E1 (EP) receptor agonist,"Pre-eclampsia core driver is placental/endothelial dysfunction and hypertension. Misoprostol's uterotonic/cervical-ripening action enables delivery (definitive treatment) but does not modify the endothelial pathophysiology; benefit is via expediting delivery, not disease modification.",clean
