ik14,rank,transcript,union_max,parent_score,metab_score
UJVDJAPJQWZRFR,6,ENST00000617123,0.9509,0.9509,0
UJVDJAPJQWZRFR,7,ENST00000711616,0.9187,0.9187,0
UJVDJAPJQWZRFR,8,ENST00000652102,0.9132,0.9132,0
UJVDJAPJQWZRFR,9,ENST00000255008,0.905,0.905,0
UJVDJAPJQWZRFR,10,ENST00000321753,0.8932,0.8932,0
UJVDJAPJQWZRFR,11,ENST00000457360,0.8805,0.8805,0
UJVDJAPJQWZRFR,12,ENST00000335542,0.8805,0.8805,0
UJVDJAPJQWZRFR,13,ENST00000429122,0.8805,0.8805,0
UJVDJAPJQWZRFR,14,ENST00000392806,0.8767,0.8767,0
UJVDJAPJQWZRFR,15,ENST00000241256,0.8692,0.8692,0
UJVDJAPJQWZRFR,16,ENST00000055335,0.8692,0.8692,0
UJVDJAPJQWZRFR,17,ENST00000298694,0.8686,0.8686,0
UJVDJAPJQWZRFR,18,ENST00000287656,0.8629,0.8629,0
UJVDJAPJQWZRFR,19,ENST00000430179,0.8629,0.8629,0
UJVDJAPJQWZRFR,20,ENST00000166139,0.8459,0.8459,0
UJVDJAPJQWZRFR,21,ENST00000648059,0.8146,0.8146,0
UJVDJAPJQWZRFR,22,ENST00000392527,0.7849,0.7849,0
UJVDJAPJQWZRFR,23,ENST00000229769,0.7793,0.7793,0
UJVDJAPJQWZRFR,24,ENST00000329886,0.7516,0.7516,0
UJVDJAPJQWZRFR,25,ENST00000313135,0.7465,0.7465,0
UJVDJAPJQWZRFR,26,ENST00000696264,0.7335,0.7335,0
UJVDJAPJQWZRFR,27,ENST00000378187,0.7252,0.7252,0
UJVDJAPJQWZRFR,28,ENST00000696265,0.7138,0.7138,0
UJVDJAPJQWZRFR,29,ENST00000305141,0.6983,0.6983,0
UJVDJAPJQWZRFR,30,ENST00000267377,0.6694,0.6694,0
UJVDJAPJQWZRFR,31,ENST00000354560,0.6522,0.6522,0
UJVDJAPJQWZRFR,32,ENST00000290417,0.6166,0.6166,0
UJVDJAPJQWZRFR,33,ENST00000427970,0.6146,0.6146,0
UNZIDPIPYUMVPA,0,ENST00000233202,0.9216,0.9216,0
UNZIDPIPYUMVPA,1,ENST00000367931,0.8975,0.8975,0
UNZIDPIPYUMVPA,2,ENST00000360358,0.8914,0.8914,0
UNZIDPIPYUMVPA,3,ENST00000295463,0.8909,0.8909,0
UNZIDPIPYUMVPA,4,ENST00000697697,0.888,0.888,0
UNZIDPIPYUMVPA,5,ENST00000425340,0.8878,0.8878,0
UNZIDPIPYUMVPA,6,ENST00000522966,0.8878,0.8878,0
UNZIDPIPYUMVPA,7,ENST00000432564,0.8866,0.8866,0
UNZIDPIPYUMVPA,8,ENST00000295453,0.8852,0.8852,0
UNZIDPIPYUMVPA,9,ENST00000392432,0.8844,0.8844,0
UNZIDPIPYUMVPA,10,ENST00000676594,0.8843,0.8843,0
UNZIDPIPYUMVPA,11,ENST00000373864,0.8842,0.8842,0
UNZIDPIPYUMVPA,12,ENST00000676857,0.8834,0.8834,0
UNZIDPIPYUMVPA,13,ENST00000330459,0.8833,0.8833,0
UNZIDPIPYUMVPA,14,ENST00000679078,0.8833,0.8833,0
UNZIDPIPYUMVPA,15,ENST00000537025,0.8833,0.8833,0
UNZIDPIPYUMVPA,16,ENST00000677086,0.8833,0.8833,0
UNZIDPIPYUMVPA,17,ENST00000579754,0.8833,0.8833,0
UNZIDPIPYUMVPA,18,ENST00000584026,0.8833,0.8833,0
UNZIDPIPYUMVPA,19,ENST00000515641,0.8821,0.8821,0
UNZIDPIPYUMVPA,20,ENST00000513398,0.8821,0.8821,0
UNZIDPIPYUMVPA,21,ENST00000375242,0.8821,0.8821,0
UNZIDPIPYUMVPA,22,ENST00000374840,0.8821,0.8821,0
UNZIDPIPYUMVPA,23,ENST00000374832,0.8821,0.8821,0
UNZIDPIPYUMVPA,24,ENST00000303459,0.8821,0.8821,0
UNZIDPIPYUMVPA,25,ENST00000641045,0.882,0.882,0
UNZIDPIPYUMVPA,26,ENST00000310252,0.882,0.882,0
UNZIDPIPYUMVPA,27,ENST00000563786,0.882,0.882,0
UNZIDPIPYUMVPA,28,ENST00000392027,0.882,0.882,0
UNZIDPIPYUMVPA,29,ENST00000454036,0.8818,0.8818,0
UNZIDPIPYUMVPA,30,ENST00000249442,0.8817,0.8817,0
UNZIDPIPYUMVPA,31,ENST00000352410,0.8817,0.8817,0
UNZIDPIPYUMVPA,32,ENST00000616545,0.8816,0.8816,0
UNZIDPIPYUMVPA,33,ENST00000680919,0.8815,0.8815,0
UNZIDPIPYUMVPA,34,ENST00000402255,0.8812,0.8812,0
UNZIDPIPYUMVPA,35,ENST00000623492,0.8812,0.8812,0
UNZIDPIPYUMVPA,36,ENST00000249116,0.8812,0.8812,0
UNZIDPIPYUMVPA,37,ENST00000570508,0.8812,0.8812,0
UNZIDPIPYUMVPA,38,ENST00000442487,0.8811,0.8811,0
UNZIDPIPYUMVPA,39,ENST00000348946,0.881,0.881,0
UNZIDPIPYUMVPA,40,ENST00000264930,0.881,0.881,0
UNZIDPIPYUMVPA,41,ENST00000452660,0.8809,0.8809,0
UNZIDPIPYUMVPA,42,ENST00000243964,0.8809,0.8809,0
UNZIDPIPYUMVPA,43,ENST00000678388,0.8806,0.8806,0
UNZIDPIPYUMVPA,44,ENST00000634973,0.8804,0.8804,0
UNZIDPIPYUMVPA,45,ENST00000634627,0.8804,0.8804,0
UNZIDPIPYUMVPA,46,ENST00000373418,0.8801,0.8801,0
UNZIDPIPYUMVPA,47,ENST00000596014,0.8801,0.8801,0
UNZIDPIPYUMVPA,48,ENST00000322344,0.8801,0.8801,0
UNZIDPIPYUMVPA,49,ENST00000571750,0.8798,0.8798,0
UOZODPSAJZTQNH,0,ENST00000675784,1.0,0,1.0
UOZODPSAJZTQNH,1,ENST00000481781,1.0,0,1.0
UOZODPSAJZTQNH,2,ENST00000374837,1.0,0,1.0
UOZODPSAJZTQNH,3,ENST00000339091,1.0,0,1.0
UOZODPSAJZTQNH,4,ENST00000351486,1.0,0,1.0
UOZODPSAJZTQNH,5,ENST00000465073,1.0,0,1.0
UOZODPSAJZTQNH,6,ENST00000389568,1.0,0,1.0
UOZODPSAJZTQNH,7,ENST00000685104,1.0,0,1.0
UOZODPSAJZTQNH,8,ENST00000316752,1.0,0,1.0
UOZODPSAJZTQNH,9,ENST00000295030,1.0,0,1.0
UOZODPSAJZTQNH,10,ENST00000696899,1.0,0,1.0
UOZODPSAJZTQNH,11,ENST00000376624,1.0,0,1.0
UOZODPSAJZTQNH,12,ENST00000328381,1.0,0,1.0
UOZODPSAJZTQNH,13,ENST00000381389,1.0,0,1.0
UOZODPSAJZTQNH,14,ENST00000645063,1.0,0,1.0
UOZODPSAJZTQNH,15,ENST00000699251,1.0,0,1.0
UOZODPSAJZTQNH,16,ENST00000366592,1.0,0,1.0
UOZODPSAJZTQNH,17,ENST00000643466,1.0,0,1.0
UOZODPSAJZTQNH,18,ENST00000684074,1.0,0,1.0
UOZODPSAJZTQNH,19,ENST00000265421,1.0,0,1.0
UOZODPSAJZTQNH,20,ENST00000268668,1.0,0,1.0
UOZODPSAJZTQNH,21,ENST00000686776,1.0,0,1.0
UOZODPSAJZTQNH,22,ENST00000693089,1.0,0,1.0
UOZODPSAJZTQNH,23,ENST00000172229,1.0,0,1.0
UOZODPSAJZTQNH,24,ENST00000356970,1.0,0,1.0
UOZODPSAJZTQNH,25,ENST00000354955,1.0,0,1.0
UOZODPSAJZTQNH,26,ENST00000537958,1.0,0,1.0
UOZODPSAJZTQNH,27,ENST00000404406,1.0,0,1.0
UOZODPSAJZTQNH,28,ENST00000216797,1.0,0,1.0
UOZODPSAJZTQNH,29,ENST00000375615,1.0,0,1.0
UOZODPSAJZTQNH,30,ENST00000538630,1.0,0,1.0
UOZODPSAJZTQNH,31,ENST00000343975,1.0,0,1.0
UOZODPSAJZTQNH,32,ENST00000566433,1.0,0,1.0
UOZODPSAJZTQNH,33,ENST00000262776,1.0,0,1.0
UOZODPSAJZTQNH,34,ENST00000675018,1.0,0,1.0
UOZODPSAJZTQNH,35,ENST00000334047,1.0,0,1.0
UOZODPSAJZTQNH,36,ENST00000312553,1.0,0,1.0
UOZODPSAJZTQNH,37,ENST00000408946,1.0,0,1.0
UOZODPSAJZTQNH,38,ENST00000696580,1.0,0,1.0
UOZODPSAJZTQNH,39,ENST00000377928,1.0,0,1.0
UOZODPSAJZTQNH,40,ENST00000700106,1.0,0,1.0
UOZODPSAJZTQNH,41,ENST00000688285,1.0,0,1.0
UOZODPSAJZTQNH,42,ENST00000553342,1.0,0,1.0
UOZODPSAJZTQNH,43,ENST00000584394,1.0,0,1.0
UOZODPSAJZTQNH,44,ENST00000601951,1.0,0,1.0
UOZODPSAJZTQNH,45,ENST00000454002,1.0,0,1.0
UOZODPSAJZTQNH,46,ENST00000675956,1.0,0,1.0
UOZODPSAJZTQNH,47,ENST00000244174,1.0,0,1.0
UOZODPSAJZTQNH,48,ENST00000491190,1.0,0,1.0
UOZODPSAJZTQNH,49,ENST00000372318,1.0,0,1.0
USUZGMWDZDXMDG,0,ENST00000675784,1.0,0,1.0
USUZGMWDZDXMDG,1,ENST00000481781,1.0,0,1.0
USUZGMWDZDXMDG,2,ENST00000374837,1.0,0,1.0
USUZGMWDZDXMDG,3,ENST00000339091,1.0,0,1.0
USUZGMWDZDXMDG,4,ENST00000351486,1.0,0,1.0
USUZGMWDZDXMDG,5,ENST00000465073,1.0,0,1.0
USUZGMWDZDXMDG,6,ENST00000389568,1.0,0,1.0
USUZGMWDZDXMDG,7,ENST00000685104,1.0,0,1.0
USUZGMWDZDXMDG,8,ENST00000316752,1.0,0,1.0
USUZGMWDZDXMDG,9,ENST00000295030,1.0,0,1.0
USUZGMWDZDXMDG,10,ENST00000696899,1.0,0,1.0
USUZGMWDZDXMDG,11,ENST00000376624,1.0,0,1.0
USUZGMWDZDXMDG,12,ENST00000328381,1.0,0,1.0
USUZGMWDZDXMDG,13,ENST00000381389,1.0,0,1.0
USUZGMWDZDXMDG,14,ENST00000645063,1.0,0,1.0
USUZGMWDZDXMDG,15,ENST00000699251,1.0,0,1.0
USUZGMWDZDXMDG,16,ENST00000366592,1.0,0,1.0
USUZGMWDZDXMDG,17,ENST00000643466,1.0,0,1.0
USUZGMWDZDXMDG,18,ENST00000684074,1.0,0,1.0
USUZGMWDZDXMDG,19,ENST00000265421,1.0,0,1.0
USUZGMWDZDXMDG,20,ENST00000268668,1.0,0,1.0
USUZGMWDZDXMDG,21,ENST00000686776,1.0,0,1.0
USUZGMWDZDXMDG,22,ENST00000693089,1.0,0,1.0
USUZGMWDZDXMDG,23,ENST00000172229,1.0,0,1.0
USUZGMWDZDXMDG,24,ENST00000356970,1.0,0,1.0
USUZGMWDZDXMDG,25,ENST00000354955,1.0,0,1.0
USUZGMWDZDXMDG,26,ENST00000537958,1.0,0,1.0
USUZGMWDZDXMDG,27,ENST00000404406,1.0,0,1.0
USUZGMWDZDXMDG,28,ENST00000216797,1.0,0,1.0
USUZGMWDZDXMDG,29,ENST00000375615,1.0,0,1.0
USUZGMWDZDXMDG,30,ENST00000538630,1.0,0,1.0
USUZGMWDZDXMDG,31,ENST00000343975,1.0,0,1.0
USUZGMWDZDXMDG,32,ENST00000566433,1.0,0,1.0
USUZGMWDZDXMDG,33,ENST00000262776,1.0,0,1.0
USUZGMWDZDXMDG,34,ENST00000675018,1.0,0,1.0
USUZGMWDZDXMDG,35,ENST00000334047,1.0,0,1.0
USUZGMWDZDXMDG,36,ENST00000312553,1.0,0,1.0
USUZGMWDZDXMDG,37,ENST00000408946,1.0,0,1.0
USUZGMWDZDXMDG,38,ENST00000696580,1.0,0,1.0
USUZGMWDZDXMDG,39,ENST00000377928,1.0,0,1.0
USUZGMWDZDXMDG,40,ENST00000700106,1.0,0,1.0
USUZGMWDZDXMDG,41,ENST00000688285,1.0,0,1.0
USUZGMWDZDXMDG,42,ENST00000553342,1.0,0,1.0
USUZGMWDZDXMDG,43,ENST00000584394,1.0,0,1.0
USUZGMWDZDXMDG,44,ENST00000601951,1.0,0,1.0
USUZGMWDZDXMDG,45,ENST00000454002,1.0,0,1.0
USUZGMWDZDXMDG,46,ENST00000675956,1.0,0,1.0
USUZGMWDZDXMDG,47,ENST00000244174,1.0,0,1.0
USUZGMWDZDXMDG,48,ENST00000491190,1.0,0,1.0
USUZGMWDZDXMDG,49,ENST00000372318,1.0,0,1.0
USZAGAREISWJDP,0,ENST00000508775,0.9303,0.8954,0.9303
USZAGAREISWJDP,1,ENST00000476238,0.9303,0.8954,0.9303
USZAGAREISWJDP,2,ENST00000259631,0.9272,0.9272,0.8223
USZAGAREISWJDP,3,ENST00000514218,0.92,0.92,0.7885
USZAGAREISWJDP,4,ENST00000305869,0.92,0.92,0.8282
USZAGAREISWJDP,5,ENST00000478180,0.9173,0.8868,0.9173
USZAGAREISWJDP,6,ENST00000574091,0.9098,0.7706,0.9098
USZAGAREISWJDP,7,ENST00000574002,0.9098,0.7706,0.9098
USZAGAREISWJDP,8,ENST00000256404,0.909,0.8905,0.909
USZAGAREISWJDP,9,ENST00000327325,0.9087,0.7898,0.9087
USZAGAREISWJDP,10,ENST00000392619,0.9028,0.739,0.9028
USZAGAREISWJDP,11,ENST00000329411,0.9009,0.8048,0.9009
USZAGAREISWJDP,12,ENST00000507853,0.9009,0.8048,0.9009
USZAGAREISWJDP,13,ENST00000296027,0.8978,0.8978,0.7943
USZAGAREISWJDP,14,ENST00000299575,0.8892,0.7496,0.8892
USZAGAREISWJDP,15,ENST00000321935,0.8892,0.7272,0.8892
USZAGAREISWJDP,16,ENST00000414912,0.8874,0.7297,0.8874
USZAGAREISWJDP,17,ENST00000342219,0.886,0.7627,0.886
USZAGAREISWJDP,18,ENST00000360345,0.8822,0.7053,0.8822
USZAGAREISWJDP,19,ENST00000542353,0.8822,0.7053,0.8822
USZAGAREISWJDP,20,ENST00000593821,0.8807,0.8164,0.8807
USZAGAREISWJDP,21,ENST00000634014,0.8785,0.8785,0.7332
USZAGAREISWJDP,22,ENST00000620250,0.8785,0.8785,0.7332
USZAGAREISWJDP,23,ENST00000586569,0.8773,0.817,0.8773
USZAGAREISWJDP,24,ENST00000436527,0.8766,0.6816,0.8766
USZAGAREISWJDP,25,ENST00000339348,0.8761,0.7036,0.8761
USZAGAREISWJDP,26,ENST00000334529,0.8755,0.7131,0.8755
USZAGAREISWJDP,27,ENST00000330793,0.8754,0.8355,0.8754
USZAGAREISWJDP,28,ENST00000700355,0.874,0.7716,0.874
USZAGAREISWJDP,29,ENST00000309664,0.871,0.871,0.8449
USZAGAREISWJDP,30,ENST00000451037,0.8698,0.7338,0.8698
USZAGAREISWJDP,31,ENST00000285273,0.8698,0.7338,0.8698
USZAGAREISWJDP,32,ENST00000442502,0.8698,0.7338,0.8698
USZAGAREISWJDP,33,ENST00000336464,0.8676,0.8676,0.7417
USZAGAREISWJDP,34,ENST00000407780,0.8649,0.7553,0.8649
USZAGAREISWJDP,35,ENST00000675784,0.8648,0.8179,0.8648
USZAGAREISWJDP,36,ENST00000297186,0.8648,0.8179,0.8648
USZAGAREISWJDP,37,ENST00000360001,0.8648,0.8179,0.8648
USZAGAREISWJDP,38,ENST00000481781,0.8648,0.8179,0.8648
USZAGAREISWJDP,39,ENST00000374837,0.8648,0.8179,0.8648
USZAGAREISWJDP,40,ENST00000339091,0.8648,0.8179,0.8648
USZAGAREISWJDP,41,ENST00000351486,0.8648,0.8179,0.8648
USZAGAREISWJDP,42,ENST00000465073,0.8648,0.8179,0.8648
USZAGAREISWJDP,43,ENST00000389568,0.8648,0.8179,0.8648
USZAGAREISWJDP,44,ENST00000404077,0.8648,0.8179,0.8648
USZAGAREISWJDP,45,ENST00000685104,0.8648,0.8179,0.8648
USZAGAREISWJDP,46,ENST00000690756,0.8648,0.8179,0.8648
USZAGAREISWJDP,47,ENST00000316752,0.8648,0.8179,0.8648
USZAGAREISWJDP,48,ENST00000449297,0.8648,0.8179,0.8648
USZAGAREISWJDP,49,ENST00000295030,0.8648,0.8179,0.8648
VIKNJXKGJWUCNN,0,ENST00000675784,1.0,0.8985,1.0
VIKNJXKGJWUCNN,1,ENST00000481781,1.0,0.8985,1.0
VIKNJXKGJWUCNN,2,ENST00000374837,1.0,0.8985,1.0
VIKNJXKGJWUCNN,3,ENST00000339091,1.0,0.8985,1.0
VIKNJXKGJWUCNN,4,ENST00000351486,1.0,0.8985,1.0
VIKNJXKGJWUCNN,5,ENST00000465073,1.0,0.8985,1.0
VIKNJXKGJWUCNN,6,ENST00000389568,1.0,0.8985,1.0
VIKNJXKGJWUCNN,7,ENST00000685104,1.0,0.8985,1.0
VIKNJXKGJWUCNN,8,ENST00000316752,1.0,0.8985,1.0
VIKNJXKGJWUCNN,9,ENST00000295030,1.0,0.8985,1.0
VIKNJXKGJWUCNN,10,ENST00000696899,1.0,0.8985,1.0
VIKNJXKGJWUCNN,11,ENST00000376624,1.0,0.8985,1.0
VIKNJXKGJWUCNN,12,ENST00000328381,1.0,0.8985,1.0
VIKNJXKGJWUCNN,13,ENST00000381389,1.0,0.8985,1.0
VIKNJXKGJWUCNN,14,ENST00000645063,1.0,0.8985,1.0
VIKNJXKGJWUCNN,15,ENST00000699251,1.0,0.8985,1.0
VIKNJXKGJWUCNN,16,ENST00000366592,1.0,0.8985,1.0
VIKNJXKGJWUCNN,17,ENST00000643466,1.0,0.8985,1.0
VIKNJXKGJWUCNN,18,ENST00000684074,1.0,0.8985,1.0
VIKNJXKGJWUCNN,19,ENST00000265421,1.0,0.8985,1.0
VIKNJXKGJWUCNN,20,ENST00000268668,1.0,0.8985,1.0
VIKNJXKGJWUCNN,21,ENST00000686776,1.0,0.8985,1.0
VIKNJXKGJWUCNN,22,ENST00000693089,1.0,0.8985,1.0
VIKNJXKGJWUCNN,23,ENST00000172229,1.0,0.8985,1.0
VIKNJXKGJWUCNN,24,ENST00000356970,1.0,0.8985,1.0
VIKNJXKGJWUCNN,25,ENST00000354955,1.0,0.8985,1.0
VIKNJXKGJWUCNN,26,ENST00000537958,1.0,0.8985,1.0
VIKNJXKGJWUCNN,27,ENST00000404406,1.0,0.8985,1.0
VIKNJXKGJWUCNN,28,ENST00000216797,1.0,0.8985,1.0
VIKNJXKGJWUCNN,29,ENST00000375615,1.0,0.8985,1.0
VIKNJXKGJWUCNN,30,ENST00000538630,1.0,0.8985,1.0
VIKNJXKGJWUCNN,31,ENST00000343975,1.0,0.8985,1.0
VIKNJXKGJWUCNN,32,ENST00000566433,1.0,0.8985,1.0
VIKNJXKGJWUCNN,33,ENST00000262776,1.0,0.8985,1.0
VIKNJXKGJWUCNN,34,ENST00000675018,1.0,0.8985,1.0
VIKNJXKGJWUCNN,35,ENST00000334047,1.0,0.8985,1.0
VIKNJXKGJWUCNN,36,ENST00000312553,1.0,0.8985,1.0
VIKNJXKGJWUCNN,37,ENST00000408946,1.0,0.8985,1.0
VIKNJXKGJWUCNN,38,ENST00000696580,1.0,0.8985,1.0
VIKNJXKGJWUCNN,39,ENST00000377928,1.0,0.8985,1.0
VIKNJXKGJWUCNN,40,ENST00000700106,1.0,0.8985,1.0
VIKNJXKGJWUCNN,41,ENST00000688285,1.0,0.8985,1.0
VIKNJXKGJWUCNN,42,ENST00000553342,1.0,0.8985,1.0
VIKNJXKGJWUCNN,43,ENST00000584394,1.0,0.8985,1.0
VIKNJXKGJWUCNN,44,ENST00000601951,1.0,0.8985,1.0
VIKNJXKGJWUCNN,45,ENST00000454002,1.0,0.8985,1.0
VIKNJXKGJWUCNN,46,ENST00000675956,1.0,0.8985,1.0
VIKNJXKGJWUCNN,47,ENST00000244174,1.0,0.8985,1.0
VIKNJXKGJWUCNN,48,ENST00000491190,1.0,0.8985,1.0
VIKNJXKGJWUCNN,49,ENST00000372318,1.0,0.8985,1.0
VJYDOJXJUCJUHL,0,ENST00000675784,1.0,0,1.0
VJYDOJXJUCJUHL,1,ENST00000481781,1.0,0,1.0
VJYDOJXJUCJUHL,2,ENST00000374837,1.0,0,1.0
VJYDOJXJUCJUHL,3,ENST00000339091,1.0,0,1.0
VJYDOJXJUCJUHL,4,ENST00000351486,1.0,0,1.0
VJYDOJXJUCJUHL,5,ENST00000465073,1.0,0,1.0
VJYDOJXJUCJUHL,6,ENST00000389568,1.0,0,1.0
VJYDOJXJUCJUHL,7,ENST00000685104,1.0,0,1.0
VJYDOJXJUCJUHL,8,ENST00000316752,1.0,0,1.0
VJYDOJXJUCJUHL,9,ENST00000295030,1.0,0,1.0
VJYDOJXJUCJUHL,10,ENST00000696899,1.0,0,1.0
VJYDOJXJUCJUHL,11,ENST00000376624,1.0,0,1.0
VJYDOJXJUCJUHL,12,ENST00000328381,1.0,0,1.0
VJYDOJXJUCJUHL,13,ENST00000381389,1.0,0,1.0
VJYDOJXJUCJUHL,14,ENST00000645063,1.0,0,1.0
VJYDOJXJUCJUHL,15,ENST00000699251,1.0,0,1.0
VJYDOJXJUCJUHL,16,ENST00000366592,1.0,0,1.0
VJYDOJXJUCJUHL,17,ENST00000643466,1.0,0,1.0
VJYDOJXJUCJUHL,18,ENST00000684074,1.0,0,1.0
VJYDOJXJUCJUHL,19,ENST00000265421,1.0,0,1.0
VJYDOJXJUCJUHL,20,ENST00000268668,1.0,0,1.0
VJYDOJXJUCJUHL,21,ENST00000686776,1.0,0,1.0
VJYDOJXJUCJUHL,22,ENST00000693089,1.0,0,1.0
VJYDOJXJUCJUHL,23,ENST00000172229,1.0,0,1.0
VJYDOJXJUCJUHL,24,ENST00000356970,1.0,0,1.0
VJYDOJXJUCJUHL,25,ENST00000354955,1.0,0,1.0
VJYDOJXJUCJUHL,26,ENST00000537958,1.0,0,1.0
VJYDOJXJUCJUHL,27,ENST00000404406,1.0,0,1.0
VJYDOJXJUCJUHL,28,ENST00000216797,1.0,0,1.0
VJYDOJXJUCJUHL,29,ENST00000375615,1.0,0,1.0
VJYDOJXJUCJUHL,30,ENST00000538630,1.0,0,1.0
VJYDOJXJUCJUHL,31,ENST00000343975,1.0,0,1.0
VJYDOJXJUCJUHL,32,ENST00000566433,1.0,0,1.0
VJYDOJXJUCJUHL,33,ENST00000262776,1.0,0,1.0
VJYDOJXJUCJUHL,34,ENST00000675018,1.0,0,1.0
VJYDOJXJUCJUHL,35,ENST00000334047,1.0,0,1.0
VJYDOJXJUCJUHL,36,ENST00000312553,1.0,0,1.0
VJYDOJXJUCJUHL,37,ENST00000408946,1.0,0,1.0
VJYDOJXJUCJUHL,38,ENST00000696580,1.0,0,1.0
VJYDOJXJUCJUHL,39,ENST00000377928,1.0,0,1.0
VJYDOJXJUCJUHL,40,ENST00000700106,1.0,0,1.0
VJYDOJXJUCJUHL,41,ENST00000688285,1.0,0,1.0
VJYDOJXJUCJUHL,42,ENST00000553342,1.0,0,1.0
VJYDOJXJUCJUHL,43,ENST00000584394,1.0,0,1.0
VJYDOJXJUCJUHL,44,ENST00000601951,1.0,0,1.0
VJYDOJXJUCJUHL,45,ENST00000454002,1.0,0,1.0
VJYDOJXJUCJUHL,46,ENST00000675956,1.0,0,1.0
VJYDOJXJUCJUHL,47,ENST00000244174,1.0,0,1.0
VJYDOJXJUCJUHL,48,ENST00000491190,1.0,0,1.0
VJYDOJXJUCJUHL,49,ENST00000372318,1.0,0,1.0
VKHAHZOOUSRJNA,0,ENST00000675784,1.0,0,1.0
VKHAHZOOUSRJNA,1,ENST00000297186,1.0,0,1.0
VKHAHZOOUSRJNA,2,ENST00000360001,1.0,0,1.0
VKHAHZOOUSRJNA,3,ENST00000481781,1.0,0,1.0
VKHAHZOOUSRJNA,4,ENST00000374837,1.0,0,1.0
VKHAHZOOUSRJNA,5,ENST00000339091,1.0,0,1.0
VKHAHZOOUSRJNA,6,ENST00000351486,1.0,0,1.0
VKHAHZOOUSRJNA,7,ENST00000465073,1.0,0,1.0
VKHAHZOOUSRJNA,8,ENST00000389568,1.0,0,1.0
VKHAHZOOUSRJNA,9,ENST00000404077,1.0,0,1.0
VKHAHZOOUSRJNA,10,ENST00000685104,1.0,0,1.0
VKHAHZOOUSRJNA,11,ENST00000690756,1.0,0,1.0
VKHAHZOOUSRJNA,12,ENST00000316752,1.0,0,1.0
VKHAHZOOUSRJNA,13,ENST00000449297,1.0,0,1.0
VKHAHZOOUSRJNA,14,ENST00000558113,1.0,0,1.0
VKHAHZOOUSRJNA,15,ENST00000295030,1.0,0,1.0
VKHAHZOOUSRJNA,16,ENST00000673801,1.0,0,1.0
VKHAHZOOUSRJNA,17,ENST00000696899,1.0,0,1.0
VKHAHZOOUSRJNA,18,ENST00000376624,1.0,0,1.0
VKHAHZOOUSRJNA,19,ENST00000328381,1.0,0,1.0
VKHAHZOOUSRJNA,20,ENST00000693336,1.0,0,1.0
VKHAHZOOUSRJNA,21,ENST00000381389,1.0,0,1.0
VKHAHZOOUSRJNA,22,ENST00000597960,1.0,0,1.0
VKHAHZOOUSRJNA,23,ENST00000645063,1.0,0,1.0
VKHAHZOOUSRJNA,24,ENST00000616884,1.0,0,1.0
VKHAHZOOUSRJNA,25,ENST00000647578,1.0,0,1.0
VKHAHZOOUSRJNA,26,ENST00000699251,1.0,0,1.0
VKHAHZOOUSRJNA,27,ENST00000366592,1.0,0,1.0
VKHAHZOOUSRJNA,28,ENST00000643466,1.0,0,1.0
VKHAHZOOUSRJNA,29,ENST00000684074,1.0,0,1.0
VKHAHZOOUSRJNA,30,ENST00000341753,1.0,0,1.0
VKHAHZOOUSRJNA,31,ENST00000265421,1.0,0,1.0
VKHAHZOOUSRJNA,32,ENST00000627450,1.0,0,1.0
VKHAHZOOUSRJNA,33,ENST00000482929,1.0,0,1.0
VKHAHZOOUSRJNA,34,ENST00000268668,1.0,0,1.0
VKHAHZOOUSRJNA,35,ENST00000686776,1.0,0,1.0
VKHAHZOOUSRJNA,36,ENST00000693089,1.0,0,1.0
VKHAHZOOUSRJNA,37,ENST00000415766,1.0,0,1.0
VKHAHZOOUSRJNA,38,ENST00000222308,1.0,0,1.0
VKHAHZOOUSRJNA,39,ENST00000172229,1.0,0,1.0
VKHAHZOOUSRJNA,40,ENST00000618387,1.0,0,1.0
VKHAHZOOUSRJNA,41,ENST00000456894,1.0,0,1.0
VKHAHZOOUSRJNA,42,ENST00000254235,1.0,0,1.0
VKHAHZOOUSRJNA,43,ENST00000356970,1.0,0,1.0
VKHAHZOOUSRJNA,44,ENST00000600490,1.0,0,1.0
VKHAHZOOUSRJNA,45,ENST00000354955,1.0,0,1.0
VKHAHZOOUSRJNA,46,ENST00000443597,1.0,0,1.0
VKHAHZOOUSRJNA,47,ENST00000446859,1.0,0,1.0
VKHAHZOOUSRJNA,48,ENST00000537958,1.0,0,1.0
VKHAHZOOUSRJNA,49,ENST00000314922,1.0,0,1.0
VLCYCQAOQCDTCN,0,ENST00000682212,0.9992,0.6568,0.9992
VLCYCQAOQCDTCN,1,ENST00000262375,0.999,0,0.999
VLCYCQAOQCDTCN,2,ENST00000588991,0.9987,0.6561,0.9987
VLCYCQAOQCDTCN,3,ENST00000358869,0.9984,0.6558,0.9984
VLCYCQAOQCDTCN,4,ENST00000675784,0.9981,0.6411,0.9981
VLCYCQAOQCDTCN,5,ENST00000297186,0.9981,0.6411,0.9981
VLCYCQAOQCDTCN,6,ENST00000360001,0.9981,0.6411,0.9981
VLCYCQAOQCDTCN,7,ENST00000481781,0.9981,0.6411,0.9981
VLCYCQAOQCDTCN,8,ENST00000374837,0.9981,0.6411,0.9981
VLCYCQAOQCDTCN,9,ENST00000339091,0.9981,0.6411,0.9981
VLCYCQAOQCDTCN,10,ENST00000351486,0.9981,0.6411,0.9981
